riskscore,pred_agelastarrest,pred_shootingvic_num,pred_assaultvic_num,pred_violetoffense_num,pred_crimacttrend_num,pred_uuwarrests_num,sex,race,weaponarrest_yn,drugarrest_yn,agegrp,ageto,stoporderno,paroleestatus_yn,lastarrest_date,distlastarrest,majoritydist,dlst,distlastresidence,weaponsarrest_num,lastweaparrest_date,narcoticssarrest_num,lastnarcarrest_date,cityresidence_idoc,stateresidence_idoc,zipresidence_idoc,idoccpddist,arrestbycpd_yn,domassaultarrest_num,lastdomassaultarrest_date,currentage,lastpartytoviolence_date,trapstatus,statusi,trapflags,cvrm_flags,latitude,longitude,censustract,commarea,location,dayslastarrest_num_et,notincookcounty_et,livewherearrested_et,shootingvictim_et,assaultvictim_et,predsumwotrend_et,lastarrestpolarea_id_et,agecatchange_et,urban_yn,random,insample
LOW,30 to 39,0,1,0,.80000001,0,F,BLK,0,1,30 to 39,30 to 39,,,3/14/18,15,15,,11,,,1,8/24/17 10:38,,,,,1,,,30 to 39,,,Y,,,,,,,,792,,0,0,1,1,3,1,Chicago City,.0028259533,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,12/24/18,31,,,16,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,507,,0,0,0,0,,1,Chicago City,.0028316691,1
VERY LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,10/11/16,9,9,,9,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1311,,1,0,0,0,1,0,Chicago City,.0028366696,1
VERY LOW,30 to 39,0,0,0,-.40000001,0,M,WWH,0,0,30 to 39,30 to 39,,,8/27/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1722,,1,0,0,0,,1,Rural/County,.0028404712,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WHI,0,0,40 to 49,40 to 49,,,1/5/16,31,8,,31,,,,,,,,,0,2,7/29/11 19:20,50 to 59,,,Y,,,,,,,,1591,,1,0,0,0,,0,Rural/County,.0028422347,1
VERY LOW,30 to 39,0,0,0,.40000001,0,M,BLK,0,0,30 to 39,30 to 39,,,9/27/17,7,7,,7,,,,,CHICAGO,IL,60653,,1,9,12/27/16 17:20,30 to 39,7/18/06 22:42,,Y,,,,,,,,960,,1,0,0,0,2,1,Chicago City,.0028437153,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,1,1,20 to 29,20 to 29,,,12/22/18,2,2,,2,2,9/2/13 15:00,1,2/14/16 12:59,CHICAGO        ,IL,60653,,1,1,12/29/15 14:31,20 to 29,4/28/09 19:23,3,Y,,,,,,,,509,,1,0,0,0,1,1,Chicago City,.0028483283,1
LOW,20 to 29,0,0,0,.40000001,0,M,WHI,0,0,20 to 29,20 to 29,,,1/17/18,8,8,,8,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,848,,1,0,0,0,1,1,Chicago City,.0028502953,1
VERY LOW,50 to 59,0,0,0,-.2,0,M,BLK,0,0,50 to 59,50 to 59,,,8/21/16,4,4,,7,,,,,,,,,1,1,1/10/15 4:35,60 or older,,,Y,,,,,,,,1362,,0,0,0,0,2,0,Chicago City,.0028512699,1
LOW,20 to 29,0,0,0,-.40000001,0,M,WHI,0,0,20 to 29,20 to 29,,,9/26/15,31,,,31,,,,,,,,,0,1,9/26/15 2:22,20 to 29,,,Y,,,,,,,,1692,,1,0,0,0,,1,Rural/County,.0028526725,1
LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,0,20 to 29,20 to 29,,,4/18/16,31,,,31,,,,,,,,,0,1,4/18/16 17:31,20 to 29,,,Y,,,,,,,,1487,,1,0,0,0,,1,Rural/County,.0028528397,1
VERY LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,1/6/18,31,31,IL,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,859,,1,0,0,0,,1,Rural/County,.0028565021,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,BLK,0,0,40 to 49,40 to 49,,,2/25/16,31,,,7,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1540,,0,0,0,0,,1,Chicago City,.0028583375,1
VERY LOW,40 to 49,0,0,1,-.30000001,0,M,BLK,0,1,40 to 49,40 to 49,,,8/29/18,6,6,,31,,,1,3/18/10 0:50,,,,,1,1,3/24/12 16:07,40 to 49,,,Y,,,,,,,,624,,0,0,0,1,2,1,Rural/County,.0028601552,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,8/5/14,31,25,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,2109,1,1,0,0,0,,0,Rural/County,.0028645599,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,1,30 to 39,30 to 39,,,8/26/14,5,5,IL,5,,,1,8/26/14 22:42,,,,,1,,,30 to 39,,,Y,,,,,,,,2088,,1,0,0,0,2,1,Chicago City,.0028649524,1
VERY LOW,40 to 49,0,0,0,-.2,0,M,WWH,0,0,40 to 49,40 to 49,,,7/15/18,31,,IL,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,669,,1,0,0,0,,1,Rural/County,.0028659117,1
VERY LOW,50 to 59,0,0,2,-.30000001,1,M,BLK,0,0,50 to 59,50 to 59,,,7/31/16,31,,IL,31,,,,,,,,,0,1,9/15/15 18:53,60 or older,,,Y,,,,,,,,1383,1,1,0,0,3,,0,Rural/County,.0028659827,1
VERY LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,0,20 to 29,20 to 29,,,8/19/15,9,9,,18,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1730,,0,0,0,0,1,0,Chicago City,.0028663473,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WHI,0,0,20 to 29,20 to 29,,,9/23/14,22,22,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,2060,,0,0,0,0,2,1,Rural/County,.0028708773,1
VERY LOW,30 to 39,0,0,0,.1,0,F,BLK,0,0,30 to 39,30 to 39,,,1/11/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1219,,1,0,0,0,,1,Rural/County,.0028727574,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,BLK,0,0,40 to 49,40 to 49,,,7/12/18,5,4,,4,,,,,,,,,1,2,6/8/16 0:37,40 to 49,,,Y,,,,,,,,672,,0,0,0,0,2,1,Chicago City,.0028727595,1
VERY LOW,20 to 29,0,0,0,-.69999999,0,F,BLK,1,0,20 to 29,20 to 29,,,9/6/15,7,7,,8,1,9/30/11 11:23,,,CHICAGO,IL,60636,,1,,,30 to 39,,,Y,,,,,,,,1712,,0,0,0,0,2,0,Chicago City,.0028739993,1
VERY LOW,30 to 39,0,0,0,0,0,M,WWH,0,0,30 to 39,30 to 39,,,7/15/17,20,20,,14,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1034,,0,0,0,0,3,1,Chicago City,.0028751642,1
VERY LOW,40 to 49,0,0,0,-.89999998,0,M,BLK,0,1,40 to 49,40 to 49,,,6/16/15,6,6,,6,,,7,6/16/15 18:15,CHICAGO        ,IL,60620,,1,,,50 to 59,,,Y,,,,,,,,1794,,1,0,0,0,2,0,Chicago City,.0028753076,1
VERY LOW,40 to 49,0,0,0,.1,0,M,BLK,0,0,40 to 49,40 to 49,,,1/20/17,6,6,,4,,,,,CHICAGO,IL,60637,3,1,,,40 to 49,,,Y,,,,,,,,1210,,0,0,0,0,2,1,Chicago City,.0028759756,1
LOW,20 to 29,0,0,0,.1,0,F,WHI,0,0,20 to 29,20 to 29,,,12/10/16,19,19,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1251,,0,0,0,0,3,1,Rural/County,.0028771679,1
VERY LOW,50 to 59,0,0,0,.1,0,F,BLK,0,0,50 to 59,50 to 59,,,4/9/17,11,11,,11,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,1131,,1,0,0,0,3,1,Chicago City,.0028778529,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,0,30 to 39,30 to 39,,,1/14/16,31,,,11,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1582,,0,0,0,0,,1,Chicago City,.0028796657,1
LOW,20 to 29,0,0,0,.1,0,F,BLK,0,0,20 to 29,20 to 29,,,10/24/16,4,3,,4,,,,,,,,,1,1,12/9/10 11:15,20 to 29,,,Y,,,,,,,,1298,,1,0,0,0,2,1,Chicago City,.0028873682,1
MODERATE,less than 20,0,0,0,-1,0,F,WWH,0,0,less than 20,less than 20,,,9/1/16,14,14,,14,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1351,,1,0,0,0,3,0,Chicago City,.0028885514,1
LOW,20 to 29,0,0,0,.1,0,F,BLK,0,0,20 to 29,20 to 29,,,2/2/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1197,,1,0,0,0,,1,Rural/County,.0028935845,1
LOW,20 to 29,0,0,0,-.1,0,M,WHI,0,1,20 to 29,20 to 29,,,4/12/16,31,,,31,,,1,4/12/16 11:27,,,,,0,,,20 to 29,,,Y,,,,,,,,1493,1,1,0,0,0,,1,Rural/County,.0029013008,1
VERY LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,1,20 to 29,20 to 29,,,10/30/12,3,3,,2,,,1,7/24/15 12:20,,,,,1,,,30 to 39,,,Y,,,,,,,,2753,,0,0,0,0,1,0,Chicago City,.0029025627,1
HIGH,20 to 29,2,2,1,.1,0,M,BLK,1,1,20 to 29,20 to 29,,,1/4/19,6,6,IL,6,1,1/4/19 20:05,1,1/11/11 15:00,,,,,1,,,20 to 29,9/27/15 4:20,3,Y,,,,,,,,496,,1,1,1,5,2,1,Chicago City,.0029046962,1
LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,9/24/17,31,,,2,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,963,,0,0,0,0,,1,Chicago City,.0029163857,1
VERY LOW,50 to 59,0,0,0,-.30000001,0,M,WHI,0,0,50 to 59,50 to 59,,,2/27/15,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1903,1,1,0,0,0,,1,Rural/County,.0029193051,1
LOW,20 to 29,0,0,1,-.1,1,F,BLK,0,0,20 to 29,20 to 29,,,10/19/17,31,17,,31,,,,,,,,,0,1,8/25/14 20:10,20 to 29,,,Y,,,,,,,,938,,1,0,0,2,,1,Rural/County,.002922395,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,F,WHI,0,0,30 to 39,30 to 39,,,7/5/15,31,,,20,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1775,,0,0,0,0,,0,Chicago City,.0029255098,1
VERY LOW,40 to 49,0,0,0,-.1,0,F,API,0,0,40 to 49,40 to 49,,,1/29/16,25,25,,25,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1567,,1,0,0,0,3,1,Chicago City,.0029297669,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,F,WHI,0,1,30 to 39,30 to 39,,,8/29/14,24,24,IL,31,,,1,8/29/14 0:25,,,,,1,,,30 to 39,,,Y,,,,,,,,2085,,0,0,0,0,3,1,Rural/County,.0029374652,1
LOW,20 to 29,0,0,0,-.2,0,M,WHI,0,0,20 to 29,20 to 29,,,8/16/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1733,1,1,0,0,0,,1,Rural/County,.0029375078,1
LOW,20 to 29,0,0,0,-.1,0,M,WWH,0,0,20 to 29,20 to 29,,,11/5/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1652,,1,0,0,0,,1,Rural/County,.002938272,1
LOW,20 to 29,0,0,0,-.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,9/19/14,7,7,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,2064,,0,0,0,0,2,1,Rural/County,.0029398247,1
VERY LOW,40 to 49,0,0,1,.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,8/31/17,6,6,,6,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,987,,1,0,0,1,2,1,Chicago City,.0029462341,1
LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,11/8/17,10,10,,15,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,918,,0,0,0,0,1,1,Chicago City,.0029535852,1
VERY LOW,30 to 39,0,0,0,.1,0,M,WHI,0,0,30 to 39,30 to 39,,,4/23/17,11,11,,31,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1117,,0,0,0,0,3,1,Rural/County,.0029550376,1
LOW,less than 20,0,0,0,-.30000001,0,F,WWH,0,0,less than 20,less than 20,,,10/16/14,25,25,,25,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,2037,,1,0,0,0,3,0,Chicago City,.002955297,1
LOW,20 to 29,0,0,0,.30000001,0,F,WHI,0,0,20 to 29,20 to 29,,,5/21/18,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,724,,1,0,0,0,,1,Rural/County,.0029576691,1
VERY LOW,50 to 59,0,1,0,-.30000001,0,M,BLK,0,0,50 to 59,50 to 59,,,3/30/15,6,2,IL,7,,,,,,,,,1,4,3/30/15 5:20,50 to 59,,,Y,,,,,,,,1872,,0,0,1,1,2,1,Chicago City,.002957942,1
LOW,20 to 29,0,0,0,.1,0,F,BLK,0,0,20 to 29,20 to 29,,,10/5/16,6,6,,31,,,,,,,,,1,1,10/5/16 0:35,20 to 29,,,Y,,,,,,,,1317,,0,0,0,0,2,1,Rural/County,.0029580591,1
LOW,20 to 29,0,0,0,0,0,F,WHI,0,0,20 to 29,20 to 29,,,1/20/18,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,845,,1,0,0,0,,1,Rural/County,.0029587792,1
VERY LOW,40 to 49,0,0,0,-.2,0,M,BLK,0,1,40 to 49,40 to 49,,,10/6/17,3,3,IL,3,,,4,2/4/14 22:35,DOLTON,IL,60419,,1,3,10/6/17 18:05,40 to 49,,,Y,,,,,,,,951,,1,0,0,0,1,1,Chicago City,.0029652268,1
VERY LOW,40 to 49,0,0,0,.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,7/24/17,6,6,,11,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1025,,0,0,0,0,2,1,Chicago City,.0029694419,1
LOW,less than 20,0,0,0,-.30000001,0,F,WWH,0,0,less than 20,less than 20,,,8/21/14,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,2093,,1,0,0,0,,0,Rural/County,.0029785007,1
VERY LOW,30 to 39,0,0,0,.30000001,0,M,WHI,0,0,30 to 39,30 to 39,,,11/12/10,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,3471,,1,0,0,0,,1,Rural/County,.0029908395,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,1,20 to 29,20 to 29,,,10/26/14,18,20,IL,19,,,1,10/24/10 0:27,,,,,1,,,20 to 29,,,Y,,,,,,,,2027,,0,0,0,0,1,1,Chicago City,.002993841,1
VERY LOW,30 to 39,0,0,0,.1,0,M,WWH,0,0,30 to 39,30 to 39,,,11/15/16,9,9,,9,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1276,,1,0,0,0,1,0,Chicago City,.0030037179,1
LOW,20 to 29,0,0,0,.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,3/5/18,1,4,,4,,,,,,,,,1,1,2/24/09 10:45,20 to 29,,,Y,,,,,,,,801,,0,0,0,0,1,1,Chicago City,.0030072653,1
LOW,30 to 39,0,0,0,.5,0,M,BLK,0,1,30 to 39,30 to 39,,,5/24/18,22,22,,22,,,1,7/17/17 20:09,,,,,1,4,8/5/10 12:31,30 to 39,,,Y,,,,,,,,721,,1,0,0,0,2,1,Chicago City,.0030074345,1
VERY LOW,50 to 59,0,0,0,.30000001,0,M,BLK,0,0,50 to 59,50 to 59,,,1/9/18,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,856,1,1,0,0,0,,1,Rural/County,.0030095477,1
LOW,less than 20,0,0,0,.1,0,M,WWH,0,0,less than 20,less than 20,,,12/7/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1254,,1,0,0,0,,0,Rural/County,.0030190677,1
VERY LOW,50 to 59,0,0,0,-.30000001,0,F,BLK,0,0,50 to 59,50 to 59,,,9/27/14,10,10,,11,,,,,,,,,1,1,9/27/14 23:58,50 to 59,,,Y,,,,,,,,2056,,0,0,0,0,1,1,Chicago City,.0030259835,1
VERY LOW,20 to 29,0,0,0,-.1,0,M,WWH,1,0,20 to 29,20 to 29,,1,9/27/15,17,25,,25,1,6/15/13 22:41,,,CHICAGO,IL,60634,,0,,,30 to 39,,,Y,,,,,,,,1691,,0,0,0,0,3,0,Chicago City,.0030310769,1
VERY LOW,30 to 39,0,0,0,-.60000002,0,F,BLK,0,0,30 to 39,30 to 39,,,5/14/15,31,4,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1827,,1,0,0,0,,1,Rural/County,.0030359454,1
LOW,less than 20,0,0,0,.30000001,0,M,BLK,0,0,less than 20,less than 20,,,8/15/17,24,24,,20,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1003,,0,0,0,0,3,0,Chicago City,.003036588,1
MODERATE,20 to 29,0,0,2,.30000001,1,M,BLK,0,1,20 to 29,20 to 29,,,10/4/17,6,6,,6,,,1,7/6/13 11:42,,,,,1,,,20 to 29,11/4/12 18:28,,Y,,,,,,,,953,,1,0,0,3,2,1,Chicago City,.0030516249,1
LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,1,20 to 29,20 to 29,,,12/27/18,31,,,31,,,1,1/19/10 13:08,,,,,0,4,12/27/18 17:20,20 to 29,,,Y,,,,,,,,504,,1,0,0,0,,1,Rural/County,.0030545965,1
VERY LOW,30 to 39,0,0,0,-.60000002,0,F,WHI,0,1,30 to 39,30 to 39,,,8/9/13,31,4,,31,,,3,1/13/15 11:50,,,,,0,,,30 to 39,,,Y,,,,,,,,2470,1,1,0,0,0,,1,Rural/County,.0030582424,1
VERY LOW,40 to 49,0,0,1,0,0,M,BLK,0,0,40 to 49,40 to 49,,,1/21/17,24,24,,31,,,,,EVANSTON,IL,60202,,1,,,40 to 49,,,Y,,,,,,,,1209,,0,0,0,1,3,1,Rural/County,.0030602636,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,0,20 to 29,20 to 29,,,10/14/15,25,25,,15,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1674,,0,0,0,0,3,1,Chicago City,.0030693249,1
VERY LOW,50 to 59,0,0,0,.69999999,0,M,BLK,0,1,50 to 59,50 to 59,,,3/4/18,7,7,IL,7,,,6,2/27/17 20:05,VANDALIA       ,IL,62471,,1,,,50 to 59,,,Y,,,,,,,,802,,1,0,0,0,2,1,Chicago City,.0030710469,1
LOW,20 to 29,0,0,0,0,0,M,BLK,0,0,20 to 29,20 to 29,,,6/7/18,25,25,,25,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,707,,1,0,0,0,3,1,Chicago City,.0030712707,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,F,BLK,0,0,30 to 39,30 to 39,,,10/16/14,11,11,,15,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,2037,,0,0,0,0,3,0,Chicago City,.0030883141,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,1,30 to 39,30 to 39,,,6/8/15,4,4,,31,,,4,6/8/15 21:25,,,,,1,,,30 to 39,,,Y,,,,,,,,1802,,0,0,0,0,2,1,Rural/County,.0030923749,1
LOW,20 to 29,0,0,1,.5,1,M,BLK,1,0,20 to 29,20 to 29,,,9/11/18,2,2,IL,2,3,10/21/17 13:15,,,,,,,1,,,20 to 29,,,Y,,,,,,,,611,,1,0,0,2,1,1,Chicago City,.0030929877,1
VERY LOW,40 to 49,0,1,0,-.2,0,M,BLK,0,0,40 to 49,40 to 49,,,6/12/16,5,5,IL,22,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1432,,0,0,1,1,2,1,Chicago City,.0030932506,1
LOW,30 to 39,0,0,1,.40000001,1,M,BLK,1,1,30 to 39,30 to 39,,,11/17/18,6,6,,6,3,3/30/15 21:44,2,10/11/17 12:09,CHICAGO,IL,60608,,1,,,30 to 39,5/6/09 13:12,3,Y,,,,,,,,544,,1,0,0,2,2,1,Chicago City,.0031001829,1
VERY LOW,50 to 59,0,0,0,-.40000001,0,M,BLK,0,0,50 to 59,50 to 59,,,6/23/18,5,22,,5,,,,,,,,,1,5,6/23/18 3:10,60 or older,,,Y,,,,,,,,691,,1,0,0,0,2,0,Chicago City,.0031014935,1
LOW,20 to 29,0,1,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,11/10/14,24,24,,24,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,2012,,1,0,1,1,3,1,Chicago City,.0031068863,1
LOW,20 to 29,0,0,0,.1,0,F,BLK,0,0,20 to 29,20 to 29,,,9/23/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1329,,1,0,0,0,,1,Rural/County,.0031148696,1
LOW,30 to 39,0,0,0,.1,0,M,WWH,0,1,30 to 39,30 to 39,,,6/30/18,31,,IL,31,,,1,11/9/16 23:00,,,,,0,,,30 to 39,,,Y,,,,,,,,684,,1,0,0,0,,1,Rural/County,.0031182813,1
VERY LOW,50 to 59,0,0,0,3.0999999,0,M,BLK,0,1,50 to 59,50 to 59,,,11/15/18,5,5,IL,5,,,1,1/14/18 11:45,CHICAGO,IL,60628,5,1,6,10/23/18 14:29,50 to 59,,,Y,,,,,,,,546,,1,0,0,0,2,1,Chicago City,.0031224964,1
VERY LOW,40 to 49,0,0,0,-.40000001,0,M,WHI,0,1,40 to 49,40 to 49,,,4/29/15,5,5,,31,,,2,4/17/16 7:45,,,,,1,,,40 to 49,,,Y,,,,,,,,1842,,0,0,0,0,2,1,Rural/County,.0031264802,1
LOW,20 to 29,0,0,1,-.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,11/30/14,3,3,,3,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1992,,1,0,0,1,1,1,Chicago City,.0031287381,1
LOW,less than 20,0,0,0,.40000001,0,M,WWH,0,0,less than 20,less than 20,,,6/29/18,31,16,,16,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,685,,0,0,0,0,,0,Chicago City,.0031290082,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WHI,0,0,20 to 29,20 to 29,,,6/6/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1804,,1,0,0,0,,1,Rural/County,.0031342756,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,F,WWH,0,0,30 to 39,30 to 39,,,7/25/14,31,,IL,8,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,2120,,0,0,0,0,,1,Chicago City,.0031349382,1
LOW,20 to 29,0,0,0,.1,0,M,BLK,0,0,20 to 29,20 to 29,,,2/4/18,2,2,,2,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,830,,1,0,0,0,1,1,Chicago City,.003135175,1
LOW,20 to 29,0,0,0,.30000001,0,M,WHI,0,0,20 to 29,20 to 29,,,1/1/18,19,19,,19,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,864,,1,0,0,0,3,1,Chicago City,.0031468405,1
MODERATE,less than 20,0,0,1,.69999999,0,M,BLK,0,0,less than 20,less than 20,,,12/20/18,1,7,,3,,,,,,,,,1,,,less than 20,,,Y,,,,,,,,511,,0,0,0,1,1,1,Chicago City,.0031485409,1
VERY LOW,30 to 39,0,0,0,.5,0,M,BLK,0,0,30 to 39,30 to 39,,,1/26/18,31,,,31,,,,,,,,,0,2,3/3/16 2:06,30 to 39,,,Y,,,,,,,,839,,1,0,0,0,,1,Rural/County,.0031487753,1
VERY LOW,40 to 49,0,0,0,-.60000002,0,M,BLK,0,0,40 to 49,40 to 49,,,6/19/15,31,,,31,,,,,,,,,0,1,11/13/14 5:53,40 to 49,,,Y,,,,,,,,1791,1,1,0,0,0,,1,Rural/County,.0031488466,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,F,BLK,0,0,30 to 39,30 to 39,,,12/16/14,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1976,1,1,0,0,0,,0,Rural/County,.0031494368,1
VERY LOW,30 to 39,0,0,0,.89999998,0,M,BLK,0,1,30 to 39,30 to 39,,1,7/11/18,15,15,IL,15,,,3,7/11/18 15:03,CHICAGO,IL,60644,,1,2,9/21/16 3:10,30 to 39,,,Y,,,,,,,,673,,1,0,0,0,3,1,Chicago City,.0031532794,1
LOW,20 to 29,0,0,0,.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,9/12/17,31,18,,5,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,975,,0,0,0,0,,1,Chicago City,.0031557039,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,API,0,0,30 to 39,30 to 39,,,3/2/17,31,16,,16,,,,,,,,,0,1,5/31/16 1:08,30 to 39,,,Y,,,,,,,,1169,,0,0,0,0,,1,Chicago City,.0031579288,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,F,WHI,0,0,40 to 49,40 to 49,,,5/6/15,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1835,1,1,0,0,0,,0,Rural/County,.0031700649,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,WWH,0,0,40 to 49,40 to 49,,,11/25/18,31,11,,12,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,536,,0,0,0,0,,1,Chicago City,.003170877,1
MODERATE,less than 20,0,0,0,.30000001,0,F,BLK,0,0,less than 20,less than 20,,,6/22/18,11,11,,11,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,692,,1,0,0,0,3,0,Chicago City,.0031725098,1
VERY LOW,60 or older,0,0,0,.2,0,M,BLK,0,1,60 or older,60 or older,,,7/7/18,12,12,,11,,,2,7/7/18 15:54,CHICAGO,IL,60610,18,1,,,60 or older,,,Y,,,,,,,,677,,0,0,0,0,1,1,Chicago City,.0031730805,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,2/28/15,31,,,31,,,,,,,,,0,1,2/28/15 22:30,40 to 49,3/11/06 11:51,,Y,,,,,,,,1902,1,1,0,0,0,,0,Rural/County,.0031733026,1
VERY LOW,40 to 49,0,0,0,.2,0,F,BLK,0,0,40 to 49,40 to 49,,,7/7/18,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,677,1,1,0,0,0,,1,Rural/County,.0031760884,1
LOW,20 to 29,0,0,0,-.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,10/2/17,31,6,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,955,,1,0,0,0,,1,Rural/County,.0031796698,1
VERY LOW,30 to 39,0,0,0,.60000002,0,M,BLK,0,1,30 to 39,30 to 39,,,12/31/18,31,5,,31,,,1,9/24/11 0:31,,,,,0,,,30 to 39,,,Y,,,,,,,,500,,1,0,0,0,,1,Rural/County,.0031830501,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,0,30 to 39,30 to 39,,,11/11/18,31,22,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,550,,1,0,0,0,,1,Rural/County,.0031911063,1
